Postcode,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Altitude,Country,Last Updated,LSOA Code,LSOA Name
B13 9SR,52.43974,-1.885728,407865,282425,SP078824,Moseley,"Birmingham, unparished area",167,England,07/03/2023,E01009188,Birmingham 092D
B13 9SS,52.439701,-1.883065,408046,282421,SP080824,Moseley,"Birmingham, unparished area",162,England,07/03/2023,E01009187,Birmingham 092C
B13 9ST,52.43979,-1.881505,408152,282431,SP081824,Moseley,"Birmingham, unparished area",158,England,07/03/2023,E01009187,Birmingham 092C
B13 9SU,52.43889,-1.880508,408220,282331,SP082823,Moseley,"Birmingham, unparished area",153,England,07/03/2023,E01009187,Birmingham 092C
B13 9SW,52.440685,-1.886667,407801,282530,SP078825,Moseley,"Birmingham, unparished area",168,England,07/03/2023,E01009187,Birmingham 092C
B13 9SX,52.439022,-1.88184,408129,282346,SP081823,Moseley,"Birmingham, unparished area",157,England,07/03/2023,E01009187,Birmingham 092C
B13 9SY,52.438168,-1.882004,408118,282251,SP081822,Moseley,"Birmingham, unparished area",154,England,07/03/2023,E01009189,Birmingham 104E
B13 9SZ,52.4374,-1.883189,408038,282165,SP080821,Moseley,"Birmingham, unparished area",155,England,07/03/2023,E01009189,Birmingham 104E
B13 9TA,52.438287,-1.88048,408222,282264,SP082822,Moseley,"Birmingham, unparished area",150,England,07/03/2023,E01009189,Birmingham 104E
B13 9TB,52.439246,-1.88592,407852,282370,SP078823,Moseley,"Birmingham, unparished area",167,England,07/03/2023,E01009188,Birmingham 092D
B13 9TD,52.438596,-1.883524,408015,282298,SP080822,Moseley,"Birmingham, unparished area",160,England,07/03/2023,E01009188,Birmingham 092D
B13 9TF,52.441591,-1.884722,407933,282631,SP079826,Moseley,"Birmingham, unparished area",165,England,07/03/2023,E01009187,Birmingham 092C
B13 9TG,52.442039,-1.887113,407770,282681,SP077826,Moseley,"Birmingham, unparished area",165,England,07/03/2023,E01009187,Birmingham 092C
B13 9TH,52.440343,-1.886153,407836,282492,SP078824,Moseley,"Birmingham, unparished area",168,England,07/03/2023,E01009187,Birmingham 092C
B13 9TJ,52.440543,-1.888727,407661,282514,SP076825,Moseley,"Birmingham, unparished area",166,England,07/03/2023,E01009188,Birmingham 092D
B13 9TL,52.441477,-1.887783,407725,282618,SP077826,Moseley,"Birmingham, unparished area",167,England,07/03/2023,E01009187,Birmingham 092C
B13 9TN,52.441262,-1.888195,407697,282594,SP076825,Moseley,"Birmingham, unparished area",167,England,07/03/2023,E01009187,Birmingham 092C
B13 9TP,52.439688,-1.887772,407726,282419,SP077824,Moseley,"Birmingham, unparished area",167,England,07/03/2023,E01009188,Birmingham 092D
B13 9TR,52.439419,-1.888067,407706,282389,SP077823,Moseley,"Birmingham, unparished area",166,England,07/03/2023,E01009188,Birmingham 092D
B13 9TS,52.438187,-1.888041,407708,282252,SP077822,Brandwood & King's Heath,"Birmingham, unparished area",163,England,07/03/2023,E01009188,Birmingham 092D
B13 9TX,52.437518,-1.888007,407710,282178,SP077821,Moseley,"Birmingham, unparished area",162,England,07/03/2023,E01009188,Birmingham 092D
B13 9TY,52.438248,-1.886129,407838,282259,SP078822,Moseley,"Birmingham, unparished area",162,England,07/03/2023,E01009188,Birmingham 092D
B13 9TZ,52.437823,-1.883908,407989,282212,SP079822,Moseley,"Birmingham, unparished area",158,England,07/03/2023,E01009188,Birmingham 092D
B13 9UA,52.437542,-1.881409,408159,282181,SP081821,Moseley,"Birmingham, unparished area",150,England,07/03/2023,E01009189,Birmingham 104E
B13 9UD,52.436702,-1.886162,407836,282087,SP078820,Moseley,"Birmingham, unparished area",158,England,07/03/2023,E01009189,Birmingham 104E
B13 9UE,52.437034,-1.885838,407858,282124,SP078821,Moseley,"Birmingham, unparished area",159,England,07/03/2023,E01009188,Birmingham 092D
B13 9UG,52.436491,-1.88197,408121,282064,SP081820,Moseley,"Birmingham, unparished area",150,England,07/03/2023,E01009189,Birmingham 104E
B13 9UH,52.436078,-1.88306,408047,282018,SP080820,Moseley,"Birmingham, unparished area",152,England,07/03/2023,E01009189,Birmingham 104E
B13 9UJ,52.435775,-1.885679,407869,281984,SP078819,Moseley,"Birmingham, unparished area",154,England,07/03/2023,E01009175,Birmingham 104A
B13 9UL,52.436135,-1.885869,407856,282024,SP078820,Moseley,"Birmingham, unparished area",156,England,07/03/2023,E01009189,Birmingham 104E
B13 9UP,52.443149,-1.870257,408916,282806,SP089828,Sparkhill,"Birmingham, unparished area",146,England,07/03/2023,E01009394,Birmingham 093D
B13 9UQ,52.437183,-1.882145,408109,282141,SP081821,Moseley,"Birmingham, unparished area",151,England,07/03/2023,E01009189,Birmingham 104E
B13 9US,52.442391,-1.867861,409079,282722,SP090827,Sparkhill,"Birmingham, unparished area",147,England,07/03/2023,E01009394,Birmingham 093D
B13 9UT,52.440933,-1.865806,409219,282560,SP092825,Sparkhill,"Birmingham, unparished area",146,England,07/03/2023,E01009395,Birmingham 097F
B13 9UU,52.439462,-1.864039,409339,282397,SP093823,Sparkhill,"Birmingham, unparished area",133,England,07/03/2023,E01009395,Birmingham 097F
B13 9UZ,52.437543,-1.860912,409552,282184,SP095821,Moseley,"Birmingham, unparished area",138,England,07/03/2023,E01009395,Birmingham 097F
B13 9WA,52.427519,-1.891098,407502,281065,SP075810,Billesley,"Birmingham, unparished area",151,England,07/03/2023,E01008968,Birmingham 110B
B13 9WZ,52.441496,-1.874125,408653,282622,SP086826,Moseley,"Birmingham, unparished area",150,England,07/03/2023,E01009185,Birmingham 093A
B13 9XA,52.437247,-1.8578,409764,282151,SP097821,Moseley,"Birmingham, unparished area",128,England,07/03/2023,E01009045,Birmingham 097D
B13 9XB,52.437786,-1.857666,409773,282211,SP097822,Moseley,"Birmingham, unparished area",127,England,07/03/2023,E01009045,Birmingham 097D
B13 9XD,52.437811,-1.856504,409852,282214,SP098822,Moseley,"Birmingham, unparished area",124,England,07/03/2023,E01009045,Birmingham 097D
B13 9XE,52.436824,-1.857537,409782,282104,SP097821,Moseley,"Birmingham, unparished area",127,England,07/03/2023,E01009046,Birmingham 097E
B13 9XG,52.436194,-1.856818,409831,282034,SP098820,Moseley,"Birmingham, unparished area",123,England,07/03/2023,E01009046,Birmingham 097E
B13 9XH,52.436403,-1.859009,409682,282057,SP096820,Moseley,"Birmingham, unparished area",131,England,07/03/2023,E01009046,Birmingham 097E
B13 9XJ,52.43561,-1.857438,409789,281969,SP097819,Moseley,"Birmingham, unparished area",124,England,07/03/2023,E01009046,Birmingham 097E
B13 9XL,52.435138,-1.856962,409821,281917,SP098819,Moseley,"Birmingham, unparished area",122,England,07/03/2023,E01009046,Birmingham 097E
B13 9XN,52.444187,-1.874152,408651,282921,SP086829,Moseley,"Birmingham, unparished area",151,England,07/03/2023,E01009394,Birmingham 093D
B13 9XP,52.444545,-1.872003,408797,282961,SP087829,Moseley,"Birmingham, unparished area",146,England,07/03/2023,E01009394,Birmingham 093D
B13 9XR,52.443336,-1.872016,408796,282827,SP087828,Moseley,"Birmingham, unparished area",149,England,07/03/2023,E01009394,Birmingham 093D
B13 9XS,52.443287,-1.873096,408723,282821,SP087828,Moseley,"Birmingham, unparished area",152,England,07/03/2023,E01009394,Birmingham 093D
B13 9XT,52.44331,-1.872604,408756,282824,SP087828,Moseley,"Birmingham, unparished area",150,England,07/03/2023,E01009394,Birmingham 093D
B13 9XU,52.443517,-1.87256,408759,282847,SP087828,Moseley,"Birmingham, unparished area",149,England,07/03/2023,E01009394,Birmingham 093D
B13 9XW,52.443864,-1.874521,408626,282885,SP086828,Moseley,"Birmingham, unparished area",153,England,07/03/2023,E01009394,Birmingham 093D
B13 9XX,52.44374,-1.871603,408824,282872,SP088828,Moseley,"Birmingham, unparished area",148,England,07/03/2023,E01009394,Birmingham 093D
B13 9XY,52.443911,-1.871676,408819,282891,SP088828,Moseley,"Birmingham, unparished area",148,England,07/03/2023,E01009394,Birmingham 093D
B13 9XZ,52.443374,-1.873722,408680,282831,SP086828,Moseley,"Birmingham, unparished area",152,England,07/03/2023,E01009394,Birmingham 093D
B13 9YB,52.444564,-1.872915,408735,282963,SP087829,Moseley,"Birmingham, unparished area",148,England,07/03/2023,E01009394,Birmingham 093D
B13 9YD,52.438072,-1.864079,409337,282242,SP093822,Moseley,"Birmingham, unparished area",140,England,07/03/2023,E01009176,Birmingham 105E
B13 9YE,52.438433,-1.864887,409282,282282,SP092822,Moseley,"Birmingham, unparished area",142,England,07/03/2023,E01009176,Birmingham 105E
B13 9YF,52.437875,-1.865094,409268,282220,SP092822,Moseley,"Birmingham, unparished area",139,England,07/03/2023,E01009176,Birmingham 105E
B13 9YJ,52.444699,-1.873695,408682,282978,SP086829,Moseley,"Birmingham, unparished area",148,England,07/03/2023,E01009394,Birmingham 093D
B13 9YL,52.444888,-1.873238,408713,282999,SP087829,Moseley,"Birmingham, unparished area",147,England,07/03/2023,E01009394,Birmingham 093D
B13 9YN,52.443474,-1.874649,408617,282842,SP086828,Moseley,"Birmingham, unparished area",154,England,07/03/2023,E01009394,Birmingham 093D
B13 9YP,52.437486,-1.862742,409428,282177,SP094821,Moseley,"Birmingham, unparished area",138,England,07/03/2023,E01009176,Birmingham 105E
B13 9YW,52.443387,-1.874052,408658,282832,SP086828,Moseley,"Birmingham, unparished area",153,England,07/03/2023,E01009394,Birmingham 093D
B13 9YX,52.441848,-1.872732,408748,282661,SP087826,Moseley,"Birmingham, unparished area",152,England,07/03/2023,E01009176,Birmingham 105E
B13 9YY,52.439274,-1.861368,409521,282376,SP095823,Sparkhill,"Birmingham, unparished area",138,England,07/03/2023,E01009395,Birmingham 097F
B13 9YZ,52.438581,-1.861267,409528,282299,SP095822,Sparkhill,"Birmingham, unparished area",138,England,07/03/2023,E01009395,Birmingham 097F
B13 9ZS,52.427519,-1.891098,407502,281065,SP075810,Billesley,"Birmingham, unparished area",151,England,07/03/2023,E01008968,Birmingham 110B
B14 4AA,52.421538,-1.888818,407658,280400,SP076803,Billesley,"Birmingham, unparished area",159,England,07/03/2023,E01008969,Birmingham 117C
B14 4AB,52.421644,-1.886627,407807,280412,SP078804,Billesley,"Birmingham, unparished area",157,England,07/03/2023,E01008969,Birmingham 117C
B14 4AD,52.421923,-1.887023,407780,280443,SP077804,Billesley,"Birmingham, unparished area",157,England,07/03/2023,E01008969,Birmingham 117C
B14 4AG,52.420565,-1.886777,407797,280292,SP077802,Billesley,"Birmingham, unparished area",157,England,07/03/2023,E01008969,Birmingham 117C
B14 4AH,52.420436,-1.883572,408015,280278,SP080802,Billesley,"Birmingham, unparished area",152,England,07/03/2023,E01008969,Birmingham 117C
B14 4AJ,52.419443,-1.882921,408059,280168,SP080801,Billesley,"Birmingham, unparished area",151,England,07/03/2023,E01008969,Birmingham 117C
B14 4AL,52.419752,-1.882235,408106,280202,SP081802,Billesley,"Birmingham, unparished area",151,England,07/03/2023,E01008969,Birmingham 117C
B14 4AN,52.41894,-1.8799,408265,280112,SP082801,Billesley,"Birmingham, unparished area",145,England,07/03/2023,E01008969,Birmingham 117C
B14 4AP,52.419279,-1.877399,408435,280150,SP084801,Billesley,"Birmingham, unparished area",137,England,07/03/2023,E01008969,Birmingham 117C
B14 4AQ,52.420646,-1.886115,407842,280301,SP078803,Billesley,"Birmingham, unparished area",156,England,07/03/2023,E01008969,Birmingham 117C
B14 4AR,52.420287,-1.878132,408385,280262,SP083802,Billesley,"Birmingham, unparished area",140,England,07/03/2023,E01008969,Birmingham 117C
B14 4AU,52.413836,-1.873327,408713,279545,SP087795,Highter's Heath,"Birmingham, unparished area",150,England,07/03/2023,E01008943,Birmingham 117B
B14 4AW,52.419282,-1.879619,408284,280150,SP082801,Billesley,"Birmingham, unparished area",144,England,07/03/2023,E01008969,Birmingham 117C
B14 4AX,52.414374,-1.871649,408827,279605,SP088796,Highter's Heath,"Birmingham, unparished area",150,England,07/03/2023,E01008945,Birmingham 122A
B14 4AY,52.41483,-1.873244,408718,279656,SP087796,Highter's Heath,"Birmingham, unparished area",147,England,07/03/2023,E01008943,Birmingham 117B
B14 4AZ,52.415186,-1.874867,408608,279695,SP086796,Highter's Heath,"Birmingham, unparished area",142,England,07/03/2023,E01008943,Birmingham 117B
B14 4BA,52.415085,-1.872706,408755,279684,SP087796,Highter's Heath,"Birmingham, unparished area",148,England,07/03/2023,E01008939,Birmingham 111E
B14 4BB,52.414183,-1.873246,408718,279584,SP087795,Highter's Heath,"Birmingham, unparished area",149,England,07/03/2023,E01008943,Birmingham 117B
B14 4BD,52.414486,-1.875442,408569,279617,SP085796,Highter's Heath,"Birmingham, unparished area",141,England,07/03/2023,E01008943,Birmingham 117B
B14 4BE,52.414188,-1.874826,408611,279584,SP086795,Highter's Heath,"Birmingham, unparished area",143,England,07/03/2023,E01008943,Birmingham 117B
B14 4BG,52.415489,-1.872572,408764,279729,SP087797,Highter's Heath,"Birmingham, unparished area",145,England,07/03/2023,E01008939,Birmingham 111E
B14 4BH,52.413097,-1.8713,408851,279463,SP088794,Highter's Heath,"Birmingham, unparished area",152,England,07/03/2023,E01008945,Birmingham 122A
B14 4BJ,52.413861,-1.870989,408872,279548,SP088795,Highter's Heath,"Birmingham, unparished area",150,England,07/03/2023,E01008945,Birmingham 122A
B14 4BL,52.419394,-1.875531,408562,280163,SP085801,Billesley,"Birmingham, unparished area",135,England,07/03/2023,E01008939,Birmingham 111E
B14 4BN,52.414193,-1.870577,408900,279585,SP088795,Highter's Heath,"Birmingham, unparished area",148,England,07/03/2023,E01008945,Birmingham 122A
B14 4BS,52.416576,-1.871364,408846,279850,SP088798,Billesley,"Birmingham, unparished area",138,England,07/03/2023,E01008939,Birmingham 111E
B14 4BT,52.417151,-1.871186,408858,279914,SP088799,Billesley,"Birmingham, unparished area",134,England,07/03/2023,E01008939,Birmingham 111E
B14 4BU,52.417582,-1.870699,408891,279962,SP088799,Billesley,"Birmingham, unparished area",132,England,07/03/2023,E01008941,Birmingham 115C
B14 4BW,52.414521,-1.869716,408958,279622,SP089796,Highter's Heath,"Birmingham, unparished area",146,England,07/03/2023,E01008945,Birmingham 122A
B14 4BX,52.417943,-1.872095,408796,280002,SP087800,Billesley,"Birmingham, unparished area",131,England,07/03/2023,E01008939,Birmingham 111E
B14 4DA,52.418699,-1.87271,408754,280086,SP087800,Billesley,"Birmingham, unparished area",132,England,07/03/2023,E01008939,Birmingham 111E
B14 4DD,52.420495,-1.879146,408316,280285,SP083802,Billesley,"Birmingham, unparished area",143,England,07/03/2023,E01008969,Birmingham 117C
B14 4DE,52.420064,-1.880161,408247,280237,SP082802,Billesley,"Birmingham, unparished area",146,England,07/03/2023,E01008969,Birmingham 117C
B14 4DG,52.420929,-1.882071,408117,280333,SP081803,Billesley,"Birmingham, unparished area",150,England,07/03/2023,E01008969,Birmingham 117C
B14 4DH,52.420295,-1.881184,408177,280263,SP081802,Billesley,"Birmingham, unparished area",148,England,07/03/2023,E01008969,Birmingham 117C
B14 4DJ,52.421202,-1.885393,407891,280363,SP078803,Billesley,"Birmingham, unparished area",155,England,07/03/2023,E01008969,Birmingham 117C
B14 4DL,52.419057,-1.870842,408881,280126,SP088801,Billesley,"Birmingham, unparished area",133,England,07/03/2023,E01008939,Birmingham 111E
B14 4DP,52.416214,-1.868983,409008,279810,SP090798,Billesley,"Birmingham, unparished area",140,England,07/03/2023,E01008939,Birmingham 111E
B14 4DQ,52.421282,-1.883922,407991,280372,SP079803,Billesley,"Birmingham, unparished area",153,England,07/03/2023,E01008969,Birmingham 117C
B14 4DR,52.417749,-1.867214,409128,279981,SP091799,Billesley,"Birmingham, unparished area",130,England,07/03/2023,E01008941,Birmingham 115C
B14 4DS,52.418256,-1.862743,409432,280038,SP094800,Billesley,"Birmingham, unparished area",132,England,07/03/2023,E01008941,Birmingham 115C
B14 4DT,52.418524,-1.861257,409533,280068,SP095800,Billesley,"Birmingham, unparished area",132,England,07/03/2023,E01008941,Birmingham 115C
B14 4DU,52.418648,-1.859168,409675,280082,SP096800,Billesley,"Birmingham, unparished area",131,England,07/03/2023,E01008937,Birmingham 115A
B14 4DW,52.416988,-1.869995,408939,279896,SP089798,Billesley,"Birmingham, unparished area",135,England,07/03/2023,E01008939,Birmingham 111E
B14 4DX,52.417932,-1.862464,409451,280002,SP094800,Billesley,"Birmingham, unparished area",134,England,07/03/2023,E01008941,Birmingham 115C
B14 4DY,52.417459,-1.865171,409267,279949,SP092799,Billesley,"Birmingham, unparished area",134,England,07/03/2023,E01008941,Birmingham 115C
B14 4DZ,52.418676,-1.860595,409578,280085,SP095800,Billesley,"Birmingham, unparished area",131,England,07/03/2023,E01008937,Birmingham 115A
B14 4EA,52.417345,-1.867392,409116,279936,SP091799,Billesley,"Birmingham, unparished area",132,England,07/03/2023,E01008941,Birmingham 115C
B14 4EB,52.417289,-1.866039,409208,279930,SP092799,Billesley,"Birmingham, unparished area",134,England,07/03/2023,E01008941,Birmingham 115C
B14 4ED,52.416895,-1.867055,409139,279886,SP091798,Billesley,"Birmingham, unparished area",136,England,07/03/2023,E01008941,Birmingham 115C
B14 4EE,52.417206,-1.86404,409344,279921,SP093799,Billesley,"Birmingham, unparished area",137,England,07/03/2023,E01008941,Birmingham 115C
B14 4EF,52.417491,-1.861627,409508,279953,SP095799,Billesley,"Birmingham, unparished area",137,England,07/03/2023,E01008941,Birmingham 115C
B14 4EG,52.416156,-1.865307,409258,279804,SP092798,Billesley,"Birmingham, unparished area",141,England,07/03/2023,E01008941,Birmingham 115C
B14 4EH,52.415716,-1.866367,409186,279755,SP091797,Billesley,"Birmingham, unparished area",142,England,07/03/2023,E01008939,Birmingham 111E
B14 4EJ,52.416518,-1.867644,409099,279844,SP090798,Billesley,"Birmingham, unparished area",138,England,07/03/2023,E01008941,Birmingham 115C
B14 4EL,52.416094,-1.866704,409163,279797,SP091797,Billesley,"Birmingham, unparished area",141,England,07/03/2023,E01008941,Birmingham 115C
B14 4EN,52.416611,-1.870084,408933,279854,SP089798,Billesley,"Birmingham, unparished area",137,England,07/03/2023,E01008939,Birmingham 111E
B14 4EP,52.414106,-1.86502,409278,279576,SP092795,Billesley,"Birmingham, unparished area",147,England,07/03/2023,E01008940,Birmingham 115B
B14 4EQ,52.414951,-1.86537,409254,279670,SP092796,Billesley,"Birmingham, unparished area",146,England,07/03/2023,E01008941,Birmingham 115C
B14 4ER,52.415649,-1.86231,409462,279748,SP094797,Billesley,"Birmingham, unparished area",145,England,07/03/2023,E01008940,Birmingham 115B
B14 4ES,52.415016,-1.862217,409468,279678,SP094796,Billesley,"Birmingham, unparished area",147,England,07/03/2023,E01008940,Birmingham 115B
B14 4ET,52.417012,-1.859276,409668,279900,SP096799,Billesley,"Birmingham, unparished area",138,England,07/03/2023,E01008940,Birmingham 115B
B14 4EU,52.416265,-1.859191,409674,279817,SP096798,Billesley,"Birmingham, unparished area",140,England,07/03/2023,E01008940,Birmingham 115B
B14 4EX,52.417313,-1.858681,409708,279934,SP097799,Billesley,"Birmingham, unparished area",135,England,07/03/2023,E01008940,Birmingham 115B
B14 4EY,52.417874,-1.858833,409698,279996,SP096799,Billesley,"Birmingham, unparished area",134,England,07/03/2023,E01008940,Birmingham 115B
B14 4EZ,52.417642,-1.860363,409594,279970,SP095799,Billesley,"Birmingham, unparished area",137,England,07/03/2023,E01008941,Birmingham 115C
B14 4FD,52.415819,-1.870057,408935,279766,SP089797,Billesley,"Birmingham, unparished area",143,England,07/03/2023,E01008939,Birmingham 111E
B14 4FE,52.415774,-1.869249,408990,279761,SP089797,Billesley,"Birmingham, unparished area",143,England,07/03/2023,E01008939,Birmingham 111E
B14 4HA,52.416036,-1.862632,409440,279791,SP094797,Billesley,"Birmingham, unparished area",144,England,07/03/2023,E01008941,Birmingham 115C
B14 4HB,52.415372,-1.864207,409333,279717,SP093797,Billesley,"Birmingham, unparished area",145,England,07/03/2023,E01008941,Birmingham 115C
B14 4HD,52.416324,-1.863528,409379,279823,SP093798,Billesley,"Birmingham, unparished area",143,England,07/03/2023,E01008941,Birmingham 115C
B14 4HE,52.416442,-1.864057,409343,279836,SP093798,Billesley,"Birmingham, unparished area",141,England,07/03/2023,E01008941,Birmingham 115C
B14 4HG,52.414085,-1.863035,409413,279574,SP094795,Billesley,"Birmingham, unparished area",148,England,07/03/2023,E01008940,Birmingham 115B
B14 4HH,52.41457,-1.862475,409451,279628,SP094796,Billesley,"Birmingham, unparished area",148,England,07/03/2023,E01008940,Birmingham 115B
B14 4HJ,52.415099,-1.861062,409547,279687,SP095796,Billesley,"Birmingham, unparished area",146,England,07/03/2023,E01008940,Birmingham 115B
B14 4HL,52.415177,-1.858694,409708,279696,SP097796,Billesley,"Birmingham, unparished area",141,England,07/03/2023,E01008940,Birmingham 115B
B14 4HN,52.413588,-1.863294,409395,279519,SP093795,Billesley,"Birmingham, unparished area",149,England,07/03/2023,E01008940,Birmingham 115B
B14 4HP,52.418971,-1.85852,409719,280118,SP097801,Billesley,"Birmingham, unparished area",129,England,07/03/2023,E01008937,Birmingham 115A
B14 4HQ,52.414281,-1.861299,409531,279596,SP095795,Billesley,"Birmingham, unparished area",148,England,07/03/2023,E01008940,Birmingham 115B
B14 4HR,52.412852,-1.861421,409523,279437,SP095794,Billesley,"Birmingham, unparished area",149,England,07/03/2023,E01008940,Birmingham 115B
B14 4HS,52.411898,-1.860851,409562,279331,SP095793,Billesley,"Birmingham, unparished area",147,England,07/03/2023,E01008940,Birmingham 115B
B14 4HT,52.411627,-1.85994,409624,279301,SP096793,Billesley,"Birmingham, unparished area",148,England,07/03/2023,E01008944,Birmingham 115D
B14 4HU,52.411843,-1.859558,409650,279325,SP096793,Billesley,"Birmingham, unparished area",148,England,07/03/2023,E01008944,Birmingham 115D
B14 4HW,52.411339,-1.86691,409150,279268,SP091792,Highter's Heath,"Birmingham, unparished area",149,England,07/03/2023,E01008945,Birmingham 122A
B14 4HX,52.413507,-1.860331,409597,279510,SP095795,Billesley,"Birmingham, unparished area",147,England,07/03/2023,E01008940,Birmingham 115B
B14 4HY,52.413218,-1.859421,409659,279478,SP096794,Billesley,"Birmingham, unparished area",145,England,07/03/2023,E01008940,Birmingham 115B
B14 4HZ,52.413451,-1.858847,409698,279504,SP096795,Billesley,"Birmingham, unparished area",143,England,07/03/2023,E01008940,Birmingham 115B
B14 4JA,52.413585,-1.858023,409754,279519,SP097795,Billesley,"Birmingham, unparished area",140,England,07/03/2023,E01008944,Birmingham 115D
B14 4JB,52.413512,-1.857538,409787,279511,SP097795,Billesley,"Birmingham, unparished area",138,England,07/03/2023,E01008944,Birmingham 115D
B14 4JD,52.412829,-1.857217,409809,279435,SP098794,Billesley,"Birmingham, unparished area",140,England,07/03/2023,E01008944,Birmingham 115D
B14 4JE,52.411536,-1.858882,409696,279291,SP096792,Billesley,"Birmingham, unparished area",147,England,07/03/2023,E01008944,Birmingham 115D
B14 4JG,52.411364,-1.857398,409797,279272,SP097792,Billesley,"Birmingham, unparished area",147,England,07/03/2023,E01008944,Birmingham 115D
B14 4JH,52.412163,-1.856484,409859,279361,SP098793,Billesley,"Birmingham, unparished area",142,England,07/03/2023,E01008944,Birmingham 115D
B14 4JJ,52.410643,-1.856474,409860,279192,SP098791,Billesley,"Birmingham, unparished area",145,England,07/03/2023,E01008944,Birmingham 115D
B14 4JL,52.410682,-1.858341,409733,279196,SP097791,Billesley,"Birmingham, unparished area",147,England,07/03/2023,E01008944,Birmingham 115D
B14 4JN,52.410736,-1.858547,409719,279202,SP097792,Billesley,"Birmingham, unparished area",147,England,07/03/2023,E01008944,Birmingham 115D
B14 4JP,52.413318,-1.868315,409054,279488,SP090794,Highter's Heath,"Birmingham, unparished area",148,England,07/03/2023,E01008945,Birmingham 122A
B14 4JQ,52.411982,-1.856117,409884,279341,SP098793,Billesley,"Birmingham, unparished area",142,England,07/03/2023,E01008944,Birmingham 115D
B14 4JR,52.413875,-1.86777,409091,279550,SP090795,Highter's Heath,"Birmingham, unparished area",148,England,07/03/2023,E01008945,Birmingham 122A
B14 4JS,52.412769,-1.86792,409081,279427,SP090794,Highter's Heath,"Birmingham, unparished area",148,England,07/03/2023,E01008945,Birmingham 122A
B14 4JT,52.414991,-1.868648,409031,279674,SP090796,Highter's Heath,"Birmingham, unparished area",145,England,07/03/2023,E01008939,Birmingham 111E
B14 4JU,52.414936,-1.868046,409072,279668,SP090796,Highter's Heath,"Birmingham, unparished area",145,England,07/03/2023,E01008939,Birmingham 111E
B14 4JX,52.414297,-1.867548,409106,279597,SP091795,Highter's Heath,"Birmingham, unparished area",146,England,07/03/2023,E01008939,Birmingham 111E
B14 4JY,52.411614,-1.867226,409128,279299,SP091792,Highter's Heath,"Birmingham, unparished area",149,England,07/03/2023,E01008945,Birmingham 122A
B14 4JZ,52.411672,-1.867026,409142,279305,SP091793,Highter's Heath,"Birmingham, unparished area",149,England,07/03/2023,E01008945,Birmingham 122A
B14 4LB,52.412624,-1.866965,409146,279411,SP091794,Highter's Heath,"Birmingham, unparished area",148,England,07/03/2023,E01008945,Birmingham 122A
B14 4LD,52.410557,-1.866971,409146,279181,SP091791,Highter's Heath,"Birmingham, unparished area",149,England,07/03/2023,E01008945,Birmingham 122A
B14 4LE,52.410225,-1.867413,409116,279144,SP091791,Highter's Heath,"Birmingham, unparished area",150,England,07/03/2023,E01008945,Birmingham 122A
B14 4LG,52.409263,-1.867783,409091,279037,SP090790,Highter's Heath,"Birmingham, unparished area",151,England,07/03/2023,E01008946,Birmingham 122B
B14 4LH,52.40921,-1.868945,409012,279031,SP090790,Highter's Heath,"Birmingham, unparished area",153,England,07/03/2023,E01008946,Birmingham 122B
B14 4LN,52.405597,-1.869308,408988,278629,SP089786,Highter's Heath,"Birmingham, unparished area",153,England,07/03/2023,E01008946,Birmingham 122B
B14 4LP,52.405998,-1.869888,408948,278674,SP089786,Highter's Heath,"Birmingham, unparished area",153,England,07/03/2023,E01008946,Birmingham 122B
B14 4LR,52.409782,-1.86901,409007,279095,SP090790,Highter's Heath,"Birmingham, unparished area",153,England,07/03/2023,E01008946,Birmingham 122B
B14 4LS,52.412061,-1.869157,408997,279348,SP089793,Highter's Heath,"Birmingham, unparished area",151,England,07/03/2023,E01008945,Birmingham 122A
B14 4LU,52.412069,-1.868319,409054,279349,SP090793,Highter's Heath,"Birmingham, unparished area",149,England,07/03/2023,E01008945,Birmingham 122A
B14 4LW,52.408043,-1.869771,408956,278901,SP089789,Highter's Heath,"Birmingham, unparished area",154,England,07/03/2023,E01008946,Birmingham 122B
B14 4LX,52.412748,-1.872918,408741,279424,SP087794,Highter's Heath,"Birmingham, unparished area",154,England,07/03/2023,E01008942,Birmingham 117A
B14 4LY,52.410982,-1.873005,408735,279228,SP087792,Highter's Heath,"Birmingham, unparished area",158,England,07/03/2023,E01008942,Birmingham 117A
B14 4LZ,52.411364,-1.873863,408677,279270,SP086792,Highter's Heath,"Birmingham, unparished area",159,England,07/03/2023,E01008942,Birmingham 117A
B14 4NA,52.410486,-1.875939,408536,279172,SP085791,Highter's Heath,"Birmingham, unparished area",163,England,07/03/2023,E01008942,Birmingham 117A
B14 4NB,52.411027,-1.877804,408409,279232,SP084792,Highter's Heath,"Birmingham, unparished area",161,England,07/03/2023,E01008942,Birmingham 117A
B14 4ND,52.410201,-1.878762,408344,279140,SP083791,Highter's Heath,"Birmingham, unparished area",159,England,07/03/2023,E01008942,Birmingham 117A
B14 4NE,52.409167,-1.878486,408363,279025,SP083790,Highter's Heath,"Birmingham, unparished area",160,England,07/03/2023,E01008942,Birmingham 117A
B14 4NF,52.407108,-1.878594,408356,278796,SP083787,Highter's Heath,"Birmingham, unparished area",159,England,07/03/2023,E01008947,Birmingham 122C
